,Packet_Number,Timestamp,Source_IP,Destination_IP,Protocol,Length,Source_Port,Destination_Port,Flags,Sequence_Number,cluster
884,885,38:59.9,172.16.1.66,23.52.9.222,6,423,49717,443,PA,2311897038,6
885,886,38:59.9,23.52.9.222,172.16.1.66,6,54,443,49717,A,3726363686,3
886,887,38:59.9,172.16.1.66,23.52.9.222,6,1514,49717,443,A,2311897407,6
887,888,38:59.9,172.16.1.66,23.52.9.222,6,676,49717,443,PA,2311898867,6
888,889,38:59.9,23.52.9.222,172.16.1.66,6,54,443,49717,A,3726363686,3
889,890,38:59.9,23.52.9.222,172.16.1.66,6,54,443,49717,A,3726363686,3
890,891,39:00.0,23.52.9.222,172.16.1.66,6,1110,443,49717,FPA,3726363686,3
891,892,39:00.0,172.16.1.66,23.52.9.222,6,54,49717,443,A,2311899489,6
892,893,39:00.0,172.16.1.66,23.52.9.222,6,78,49717,443,PA,2311899489,6
893,894,39:00.0,172.16.1.66,23.52.9.222,6,54,49717,443,FA,2311899513,6
894,895,39:00.0,23.52.9.222,172.16.1.66,6,54,443,49717,A,3726364743,3
895,896,39:00.0,23.52.9.222,172.16.1.66,6,54,443,49717,A,3726364743,3
896,897,39:00.3,172.16.1.66,172.16.1.4,6,126,49692,445,PA,2515299535,1
897,898,39:00.3,172.16.1.66,172.16.1.4,6,54,49683,135,FA,2338049734,1
898,899,39:00.3,172.16.1.4,172.16.1.66,6,54,135,49683,A,954985514,4
899,900,39:00.3,172.16.1.4,172.16.1.66,6,126,445,49692,PA,4215766864,4
900,901,39:00.3,172.16.1.4,172.16.1.66,6,54,135,49683,FA,954985514,4
901,902,39:00.3,172.16.1.66,172.16.1.4,6,54,49683,135,A,2338049735,1
902,903,39:00.3,172.16.1.66,172.16.1.4,6,126,49692,445,PA,2515299607,1
903,904,39:00.3,172.16.1.4,172.16.1.66,6,126,445,49692,PA,4215766936,4
904,905,39:00.3,172.16.1.66,172.16.1.4,6,54,49692,445,RA,2515299679,1
905,906,39:07.5,172.16.1.66,172.16.1.4,17,89,57308,53,,,1
906,907,39:07.5,172.16.1.66,172.16.1.4,17,89,60777,53,,,1
907,908,39:07.5,172.16.1.4,172.16.1.66,17,176,53,57308,,,4
908,909,39:07.5,172.16.1.4,172.16.1.66,17,176,53,60777,,,4
909,910,39:12.5,172.16.1.66,172.16.1.4,6,66,49718,88,S,3169171403,1
910,911,39:12.5,172.16.1.4,172.16.1.66,6,66,88,49718,SA,15752584,4
911,912,39:12.5,172.16.1.66,172.16.1.4,6,54,49718,88,A,3169171404,1
912,913,39:12.5,172.16.1.66,172.16.1.4,6,292,49718,88,PA,3169171404,1
913,914,39:12.5,172.16.1.4,172.16.1.66,6,264,88,49718,PA,15752585,4
914,915,39:12.5,172.16.1.66,172.16.1.4,6,54,49718,88,FA,3169171642,1
915,916,39:12.5,172.16.1.4,172.16.1.66,6,54,88,49718,A,15752795,4
916,917,39:12.5,172.16.1.4,172.16.1.66,6,54,88,49718,RA,15752795,4
917,918,39:12.5,172.16.1.66,172.16.1.4,6,66,49719,88,S,1951282116,1
918,919,39:12.5,172.16.1.4,172.16.1.66,6,66,88,49719,SA,3856139201,4
919,920,39:12.5,172.16.1.66,172.16.1.4,6,54,49719,88,A,1951282117,1
920,921,39:12.5,172.16.1.66,172.16.1.4,6,372,49719,88,PA,1951282117,1
921,922,39:12.5,172.16.1.4,172.16.1.66,6,1514,88,49719,A,3856139202,4
922,923,39:12.5,172.16.1.4,172.16.1.66,6,425,88,49719,PA,3856140662,4
923,924,39:12.5,172.16.1.66,172.16.1.4,6,54,49719,88,A,1951282435,1
924,925,39:12.5,172.16.1.66,172.16.1.4,6,54,49719,88,FA,1951282435,1
925,926,39:12.5,172.16.1.4,172.16.1.66,6,54,88,49719,A,3856141033,4
926,927,39:12.5,172.16.1.4,172.16.1.66,6,54,88,49719,RA,3856141033,4
927,928,39:12.5,172.16.1.66,172.16.1.4,6,66,49720,88,S,802960571,1
928,929,39:12.5,172.16.1.4,172.16.1.66,6,66,88,49720,SA,793109808,4
929,930,39:12.5,172.16.1.66,172.16.1.4,6,54,49720,88,A,802960572,1
930,931,39:12.5,172.16.1.66,172.16.1.4,6,1514,49720,88,A,802960572,1
931,932,39:12.5,172.16.1.66,172.16.1.4,6,331,49720,88,PA,802962032,1
932,933,39:12.5,172.16.1.4,172.16.1.66,6,54,88,49720,A,793109809,4
933,934,39:12.5,172.16.1.4,172.16.1.66,6,1514,88,49720,A,793109809,4
934,935,39:12.5,172.16.1.4,172.16.1.66,6,353,88,49720,PA,793111269,4
935,936,39:12.5,172.16.1.66,172.16.1.4,6,54,49720,88,A,802962309,1
936,937,39:12.5,172.16.1.66,172.16.1.4,6,54,49720,88,FA,802962309,1
937,938,39:12.5,172.16.1.4,172.16.1.66,6,54,88,49720,A,793111568,4
938,939,39:12.5,172.16.1.4,172.16.1.66,6,54,88,49720,RA,793111568,4
939,940,39:12.5,172.16.1.66,172.16.1.4,17,252,50706,389,,,1
940,941,39:12.5,172.16.1.4,172.16.1.66,17,229,389,50706,,,4
941,942,39:12.7,172.16.1.66,172.16.1.4,6,66,49721,135,S,3741296174,1
942,943,39:12.7,172.16.1.4,172.16.1.66,6,66,135,49721,SA,1598864119,4
943,944,39:12.7,172.16.1.66,172.16.1.4,6,54,49721,135,A,3741296175,1
944,945,39:12.7,172.16.1.66,172.16.1.4,6,214,49721,135,PA,3741296175,1
945,946,39:12.7,172.16.1.4,172.16.1.66,6,162,135,49721,PA,1598864120,4
946,947,39:12.7,172.16.1.66,172.16.1.4,6,222,49721,135,PA,3741296335,1
947,948,39:12.7,172.16.1.4,172.16.1.66,6,322,135,49721,PA,1598864228,4
948,949,39:12.8,172.16.1.66,172.16.1.4,6,66,49722,88,S,2383877909,1
949,950,39:12.8,172.16.1.4,172.16.1.66,6,66,88,49722,SA,1652432858,4
950,951,39:12.8,172.16.1.66,172.16.1.4,6,54,49722,88,A,2383877910,1
951,952,39:12.8,172.16.1.66,172.16.1.4,6,1514,49722,88,A,2383877910,1
952,953,39:12.8,172.16.1.66,172.16.1.4,6,512,49722,88,PA,2383879370,1
953,954,39:12.8,172.16.1.4,172.16.1.66,6,54,88,49722,A,1652432859,4
954,955,39:12.8,172.16.1.4,172.16.1.66,6,1514,88,49722,A,1652432859,4
955,956,39:12.8,172.16.1.4,172.16.1.66,6,495,88,49722,PA,1652434319,4
956,957,39:12.8,172.16.1.66,172.16.1.4,6,54,49722,88,A,2383879828,1
957,958,39:12.8,172.16.1.66,172.16.1.4,6,54,49722,88,FA,2383879828,1
958,959,39:12.8,172.16.1.4,172.16.1.66,6,54,88,49722,A,1652434760,4
959,960,39:12.8,172.16.1.4,172.16.1.66,6,54,88,49722,RA,1652434760,4
960,961,39:12.8,172.16.1.66,172.16.1.4,6,1514,49684,49667,A,1691041383,1
961,962,39:12.8,172.16.1.66,172.16.1.4,6,812,49684,49667,PA,1691042843,1
962,963,39:12.8,172.16.1.4,172.16.1.66,6,54,49667,49684,A,63398879,4
963,964,39:12.8,172.16.1.4,172.16.1.66,6,286,49667,49684,PA,63398879,4
964,965,39:12.8,172.16.1.66,172.16.1.4,6,274,49684,49667,PA,1691043601,1
965,966,39:12.8,172.16.1.4,172.16.1.66,6,159,49667,49684,PA,63399111,4
966,967,39:12.8,172.16.1.66,172.16.1.4,6,258,49684,49667,PA,1691043821,1
967,968,39:12.8,172.16.1.4,172.16.1.66,6,258,49667,49684,PA,63399216,4
968,969,39:12.8,172.16.1.66,172.16.1.4,6,322,49684,49667,PA,1691044025,1
969,970,39:12.8,172.16.1.4,172.16.1.66,6,466,49667,49684,PA,63399420,4
970,971,39:12.8,172.16.1.66,172.16.1.4,6,322,49684,49667,PA,1691044293,1
971,972,39:12.8,172.16.1.4,172.16.1.66,6,434,49667,49684,PA,63399832,4
972,973,39:12.8,172.16.1.66,172.16.1.4,6,194,49684,49667,PA,1691044561,1
973,974,39:12.8,172.16.1.4,172.16.1.66,6,194,49667,49684,PA,63400212,4
974,975,39:12.8,172.16.1.66,172.16.1.4,6,222,49721,135,PA,3741296503,1
975,976,39:12.8,172.16.1.4,172.16.1.66,6,418,135,49721,PA,1598864496,4
976,977,39:12.8,172.16.1.66,172.16.1.4,6,66,49723,49695,S,2629569388,1
977,978,39:12.8,172.16.1.4,172.16.1.66,6,66,49695,49723,SA,376570435,4
978,979,39:12.8,172.16.1.66,172.16.1.4,6,54,49723,49695,A,2629569389,1
979,980,39:12.8,172.16.1.66,172.16.1.4,6,214,49723,49695,PA,2629569389,1
980,981,39:12.8,172.16.1.4,172.16.1.66,6,162,49695,49723,PA,376570436,4
981,982,39:12.8,172.16.1.66,172.16.1.4,6,262,49723,49695,PA,2629569549,1
982,983,39:12.8,172.16.1.4,172.16.1.66,6,90,49695,49723,PA,376570544,4
983,984,39:12.8,172.16.1.66,172.16.1.4,6,330,49723,49695,PA,2629569757,1
984,985,39:12.8,172.16.1.4,172.16.1.66,6,98,49695,49723,PA,376570580,4
985,986,39:12.8,172.16.1.66,172.16.1.4,6,217,49723,49695,PA,2629570033,1
986,987,39:12.8,172.16.1.4,172.16.1.66,6,130,49695,49723,PA,376570624,4
987,988,39:12.8,172.16.1.66,172.16.1.4,6,350,49723,49695,PA,2629570196,1
988,989,39:12.8,172.16.1.4,172.16.1.66,6,174,49695,49723,PA,376570700,4
989,990,39:12.8,172.16.1.66,172.16.1.4,6,350,49723,49695,PA,2629570492,1
990,991,39:12.8,172.16.1.4,172.16.1.66,6,174,49695,49723,PA,376570820,4
991,992,39:12.8,172.16.1.66,172.16.1.4,6,1070,49723,49695,PA,2629570788,1
992,993,39:12.8,172.16.1.4,172.16.1.66,6,1166,49695,49723,PA,376570940,4
993,994,39:12.8,172.16.1.66,172.16.1.4,6,66,49724,389,S,2264650427,1
994,995,39:12.8,172.16.1.4,172.16.1.66,6,66,389,49724,SA,979810981,4
995,996,39:12.8,172.16.1.66,172.16.1.4,6,54,49724,389,A,2264650428,1
996,997,39:12.8,172.16.1.66,172.16.1.4,6,1514,49724,389,A,2264650428,1
997,998,39:12.8,172.16.1.66,172.16.1.4,6,815,49724,389,PA,2264651888,1
998,999,39:12.8,172.16.1.4,172.16.1.66,6,54,389,49724,A,979810982,4
999,1000,39:12.8,172.16.1.4,172.16.1.66,6,257,389,49724,PA,979810982,4
1000,1001,39:12.8,172.16.1.66,172.16.1.4,6,237,49724,389,PA,2264652649,1
1001,1002,39:12.8,172.16.1.4,172.16.1.66,6,608,389,49724,PA,979811192,4
1002,1003,39:12.8,172.16.1.66,172.16.1.4,6,66,49725,88,S,3553845909,1
1003,1004,39:12.8,172.16.1.4,172.16.1.66,6,66,88,49725,SA,1705659530,4
1004,1005,39:12.8,172.16.1.66,172.16.1.4,6,54,49725,88,A,3553845910,1
1005,1006,39:12.8,172.16.1.66,172.16.1.4,6,1514,49725,88,A,3553845910,1
1006,1007,39:12.8,172.16.1.66,172.16.1.4,6,486,49725,88,PA,3553847370,1
1007,1008,39:12.8,172.16.1.4,172.16.1.66,6,54,88,49725,A,1705659531,4
1008,1009,39:12.8,172.16.1.66,172.16.1.4,6,66,49726,389,S,4197251452,1
1009,1010,39:12.8,172.16.1.4,172.16.1.66,6,66,389,49726,SA,1492245865,4
1010,1011,39:12.8,172.16.1.66,172.16.1.4,6,54,49726,389,A,4197251453,1
1011,1012,39:12.8,172.16.1.4,172.16.1.66,6,1514,88,49725,A,1705659531,4
1012,1013,39:12.8,172.16.1.4,172.16.1.66,6,459,88,49725,PA,1705660991,4
1013,1014,39:12.8,172.16.1.66,172.16.1.4,6,54,49725,88,A,3553847802,1
1014,1015,39:12.8,172.16.1.66,172.16.1.4,6,54,49725,88,FA,3553847802,1
1015,1016,39:12.8,172.16.1.4,172.16.1.66,6,54,88,49725,A,1705661396,4
1016,1017,39:12.8,172.16.1.4,172.16.1.66,6,54,88,49725,RA,1705661396,4
1017,1018,39:12.8,172.16.1.66,172.16.1.4,6,66,49727,88,S,3533758848,1
1018,1019,39:12.8,172.16.1.4,172.16.1.66,6,66,88,49727,SA,3144942442,4
1019,1020,39:12.8,172.16.1.66,172.16.1.4,6,54,49727,88,A,3533758849,1
1020,1021,39:12.8,172.16.1.66,172.16.1.4,6,1514,49727,88,A,3533758849,1
1021,1022,39:12.8,172.16.1.66,172.16.1.4,6,279,49727,88,PA,3533760309,1
1022,1023,39:12.8,172.16.1.4,172.16.1.66,6,54,88,49727,A,3144942443,4
1023,1024,39:12.8,172.16.1.4,172.16.1.66,6,1514,88,49727,A,3144942443,4
1024,1025,39:12.8,172.16.1.4,172.16.1.66,6,310,88,49727,PA,3144943903,4
1025,1026,39:12.8,172.16.1.66,172.16.1.4,6,54,49727,88,A,3533760534,1
1026,1027,39:12.8,172.16.1.66,172.16.1.4,6,54,49727,88,FA,3533760534,1
1027,1028,39:12.8,172.16.1.4,172.16.1.66,6,54,88,49727,A,3144944159,4
1028,1029,39:12.8,172.16.1.4,172.16.1.66,6,54,88,49727,RA,3144944159,4
1029,1030,39:12.8,172.16.1.66,172.16.1.4,6,1514,49694,445,A,3591892620,1
1030,1031,39:12.8,172.16.1.66,172.16.1.4,6,1514,49694,445,A,3591894080,1
1031,1032,39:12.8,172.16.1.66,172.16.1.4,6,963,49694,445,PA,3591895540,1
1032,1033,39:12.8,172.16.1.4,172.16.1.66,6,54,445,49694,A,2715338462,4
1033,1034,39:12.8,172.16.1.66,172.16.1.4,6,1514,49726,389,A,4197251453,1
1034,1035,39:12.8,172.16.1.66,172.16.1.4,6,791,49726,389,PA,4197252913,1
1035,1036,39:12.8,172.16.1.4,172.16.1.66,6,54,389,49726,A,1492245866,4
1036,1037,39:12.8,172.16.1.4,172.16.1.66,6,257,389,49726,PA,1492245866,4
1037,1038,39:12.8,172.16.1.4,172.16.1.66,6,314,445,49694,PA,2715338462,4
1038,1039,39:12.8,172.16.1.66,172.16.1.4,6,230,49726,389,PA,4197253650,1
1039,1040,39:12.8,172.16.1.4,172.16.1.66,6,220,389,49726,PA,1492246076,4
1040,1041,39:12.8,172.16.1.66,172.16.1.4,6,224,49694,445,PA,3591896449,1
1041,1042,39:12.8,172.16.1.66,172.16.1.4,6,240,49726,389,PA,4197253826,1
1042,1043,39:12.8,172.16.1.4,172.16.1.66,6,138,445,49694,PA,2715338722,4
1043,1044,39:12.8,172.16.1.4,172.16.1.66,6,214,389,49726,PA,1492246242,4
1044,1045,39:12.8,172.16.1.66,172.16.1.4,6,662,49724,389,PA,2264652832,1
1045,1046,39:12.8,172.16.1.4,172.16.1.66,6,108,389,49724,PA,979811746,4
1046,1047,39:12.8,172.16.1.66,172.16.1.4,6,186,49694,445,PA,3591896619,1
1047,1048,39:12.8,172.16.1.4,172.16.1.66,6,210,445,49694,PA,2715338806,4
1048,1049,39:12.8,172.16.1.66,172.16.1.4,6,162,49694,445,PA,3591896751,1
1049,1050,39:12.8,172.16.1.4,172.16.1.66,6,154,445,49694,PA,2715338962,4
1050,1051,39:12.8,172.16.1.66,172.16.1.4,6,330,49694,445,PA,3591896859,1
1051,1052,39:12.8,172.16.1.4,172.16.1.66,6,138,445,49694,PA,2715339062,4
1052,1053,39:12.8,172.16.1.66,172.16.1.4,6,171,49694,445,PA,3591897135,1
1053,1054,39:12.8,172.16.1.4,172.16.1.66,6,254,445,49694,PA,2715339146,4
1054,1055,39:12.8,172.16.1.66,172.16.1.4,6,342,49694,445,PA,3591897252,1
1055,1056,39:12.8,172.16.1.4,172.16.1.66,6,234,445,49694,PA,2715339346,4
1056,1057,39:12.8,172.16.1.66,172.16.1.4,6,230,49694,445,PA,3591897540,1
1057,1058,39:12.8,172.16.1.4,172.16.1.66,6,386,445,49694,PA,2715339526,4
1058,1059,39:12.8,172.16.1.66,172.16.1.4,6,296,49694,445,PA,3591897716,1
1059,1060,39:12.8,172.16.1.4,172.16.1.66,6,238,445,49694,PA,2715339858,4
1060,1061,39:12.8,172.16.1.66,172.16.1.4,6,258,49694,445,PA,3591897958,1
1061,1062,39:12.8,172.16.1.4,172.16.1.66,6,218,445,49694,PA,2715340042,4
1062,1063,39:12.8,172.16.1.66,172.16.1.4,6,246,49694,445,PA,3591898162,1
1063,1064,39:12.8,172.16.1.4,172.16.1.66,6,218,445,49694,PA,2715340206,4
1064,1065,39:12.8,172.16.1.66,172.16.1.4,6,306,49694,445,PA,3591898354,1
1065,1066,39:12.8,172.16.1.4,172.16.1.66,6,258,445,49694,PA,2715340370,4
1066,1067,39:12.8,172.16.1.66,172.16.1.4,6,230,49694,445,PA,3591898606,1
1067,1068,39:12.8,172.16.1.4,172.16.1.66,6,218,445,49694,PA,2715340574,4
1068,1069,39:12.8,172.16.1.66,172.16.1.4,6,226,49694,445,PA,3591898782,1
1069,1070,39:12.8,172.16.1.4,172.16.1.66,6,870,445,49694,PA,2715340738,4
1070,1071,39:12.8,172.16.1.66,172.16.1.4,6,226,49694,445,PA,3591898954,1
1071,1072,39:12.8,172.16.1.4,172.16.1.66,6,418,445,49694,PA,2715341554,4
1072,1073,39:12.8,172.16.1.66,172.16.1.4,6,222,49694,445,PA,3591899126,1
1073,1074,39:12.8,172.16.1.4,172.16.1.66,6,238,445,49694,PA,2715341918,4
1074,1075,39:12.8,172.16.1.66,172.16.1.4,6,342,49694,445,PA,3591899294,1
1075,1076,39:12.8,172.16.1.4,172.16.1.66,6,226,445,49694,PA,2715342102,4
1076,1077,39:12.8,172.16.1.66,172.16.1.4,6,222,49694,445,PA,3591899582,1
1077,1078,39:12.8,172.16.1.4,172.16.1.66,6,218,445,49694,PA,2715342274,4
1078,1079,39:12.8,172.16.1.66,172.16.1.4,6,222,49694,445,PA,3591899750,1
1079,1080,39:12.8,172.16.1.4,172.16.1.66,6,218,445,49694,PA,2715342438,4
1080,1081,39:12.8,172.16.1.66,172.16.1.4,6,222,49694,445,PA,3591899918,1
1081,1082,39:12.8,172.16.1.4,172.16.1.66,6,218,445,49694,PA,2715342602,4
1082,1083,39:12.8,172.16.1.66,172.16.1.4,6,222,49694,445,PA,3591900086,1
1083,1084,39:12.8,172.16.1.4,172.16.1.66,6,218,445,49694,PA,2715342766,4
1084,1085,39:12.8,172.16.1.66,172.16.1.4,6,146,49694,445,PA,3591900254,1
1085,1086,39:12.8,172.16.1.4,172.16.1.66,6,182,445,49694,PA,2715342930,4
1086,1087,39:12.8,172.16.1.66,172.16.1.4,6,97,49726,389,PA,4197254012,1
1087,1088,39:12.8,172.16.1.4,172.16.1.66,6,54,389,49726,RA,1492246402,4
1088,1089,39:12.8,172.16.1.66,172.16.1.4,6,97,49724,389,PA,2264653440,1
1089,1090,39:12.8,172.16.1.4,172.16.1.66,6,54,389,49724,RA,979811800,4
1090,1091,39:12.8,172.16.1.66,172.16.1.4,6,54,49723,49695,A,2629571804,1
1091,1092,39:12.8,172.16.1.4,172.16.1.66,6,194,49667,49684,PA,63400212,4
1092,1093,39:12.8,172.16.1.66,172.16.1.4,6,66,49684,49667,A,1691044701,1
1093,1094,39:12.8,172.16.1.66,172.16.1.4,6,54,49721,135,A,3741296671,1
1094,1095,39:12.9,172.16.1.4,172.16.1.66,6,182,445,49694,PA,2715342930,4
1095,1096,39:12.9,172.16.1.66,172.16.1.4,6,66,49694,445,A,3591900346,1
1096,1097,39:13.0,172.16.1.66,172.16.1.4,6,66,49728,445,S,1375660820,1
1097,1098,39:13.0,172.16.1.4,172.16.1.66,6,66,445,49728,SA,781626955,4
1098,1099,39:13.0,172.16.1.66,172.16.1.4,6,54,49728,445,A,1375660821,1
1099,1100,39:13.0,172.16.1.66,172.16.1.4,6,342,49728,445,PA,1375660821,1
1100,1101,39:13.0,172.16.1.4,172.16.1.66,6,430,445,49728,PA,781626956,4
1101,1102,39:13.0,172.16.1.66,172.16.1.4,6,66,49729,88,S,3917011643,1
1102,1103,39:13.0,172.16.1.4,172.16.1.66,6,66,88,49729,SA,3836116187,4
1103,1104,39:13.0,172.16.1.66,172.16.1.4,6,54,49729,88,A,3917011644,1
1104,1105,39:13.0,172.16.1.66,172.16.1.4,6,1514,49729,88,A,3917011644,1
1105,1106,39:13.0,172.16.1.66,172.16.1.4,6,461,49729,88,PA,3917013104,1
1106,1107,39:13.0,172.16.1.4,172.16.1.66,6,54,88,49729,A,3836116188,4
1107,1108,39:13.0,172.16.1.4,172.16.1.66,6,1514,88,49729,A,3836116188,4
1108,1109,39:13.0,172.16.1.4,172.16.1.66,6,409,88,49729,PA,3836117648,4
1109,1110,39:13.0,172.16.1.66,172.16.1.4,6,54,49729,88,A,3917013511,1
1110,1111,39:13.0,172.16.1.66,172.16.1.4,6,54,49729,88,FA,3917013511,1
1111,1112,39:13.0,172.16.1.4,172.16.1.66,6,54,88,49729,A,3836118003,4
1112,1113,39:13.0,172.16.1.4,172.16.1.66,6,54,88,49729,RA,3836118003,4
1113,1114,39:13.0,172.16.1.66,172.16.1.4,6,1514,49728,445,A,1375661109,1
1114,1115,39:13.0,172.16.1.66,172.16.1.4,6,1514,49728,445,A,1375662569,1
1115,1116,39:13.0,172.16.1.66,172.16.1.4,6,879,49728,445,PA,1375664029,1
1116,1117,39:13.0,172.16.1.4,172.16.1.66,6,54,445,49728,A,781627332,4
1117,1118,39:13.0,172.16.1.4,172.16.1.66,6,314,445,49728,PA,781627332,4
1118,1119,39:13.0,172.16.1.66,172.16.1.4,6,192,49728,445,PA,1375664854,1
1119,1120,39:13.0,172.16.1.4,172.16.1.66,6,138,445,49728,PA,781627592,4
1120,1121,39:13.0,172.16.1.66,172.16.1.4,6,178,49728,445,PA,1375664992,1
1121,1122,39:13.0,172.16.1.4,172.16.1.66,6,322,445,49728,PA,781627676,4
1122,1123,39:13.1,172.16.1.66,172.16.1.4,6,54,49728,445,A,1375665116,1
1123,1124,39:13.7,172.16.1.66,224.0.0.22,2,54,,,,,1
1124,1125,39:13.8,172.16.1.66,172.16.1.4,17,72,60777,53,,,1
1125,1126,39:13.8,172.16.1.66,224.0.0.22,2,54,,,,,1
1126,1127,39:13.9,172.16.1.4,172.16.1.66,17,337,53,60777,,,4
1127,1128,39:13.9,172.16.1.66,23.198.7.175,6,66,49730,443,S,3620180508,6
1128,1129,39:14.0,23.198.7.175,172.16.1.66,6,58,443,49730,SA,1787748134,3
1129,1130,39:14.0,172.16.1.66,23.198.7.175,6,54,49730,443,A,3620180509,6
1130,1131,39:14.0,172.16.1.66,23.198.7.175,6,340,49730,443,PA,3620180509,6
1131,1132,39:14.0,23.198.7.175,172.16.1.66,6,54,443,49730,A,1787748135,3
1132,1133,39:14.0,23.198.7.175,172.16.1.66,6,1514,443,49730,A,1787748135,3
1133,1134,39:14.0,23.198.7.175,172.16.1.66,6,1514,443,49730,A,1787749595,3
1134,1135,39:14.0,23.198.7.175,172.16.1.66,6,1109,443,49730,PA,1787751055,3
1135,1136,39:14.0,172.16.1.66,23.198.7.175,6,54,49730,443,A,3620180795,6
1136,1137,39:14.0,172.16.1.66,23.198.7.175,6,134,49730,443,PA,3620180795,6
1137,1138,39:14.0,23.198.7.175,172.16.1.66,6,54,443,49730,A,1787752110,3
1138,1139,39:14.0,172.16.1.66,23.198.7.175,6,134,49730,443,PA,3620180875,6
1139,1140,39:14.0,23.198.7.175,172.16.1.66,6,54,443,49730,A,1787752110,3
1140,1141,39:14.0,172.16.1.66,23.198.7.175,6,384,49730,443,PA,3620180955,6
1141,1142,39:14.0,23.198.7.175,172.16.1.66,6,54,443,49730,A,1787752110,3
1142,1143,39:14.0,172.16.1.66,23.198.7.175,6,148,49730,443,PA,3620181285,6
1143,1144,39:14.0,23.198.7.175,172.16.1.66,6,54,443,49730,A,1787752110,3
1144,1145,39:14.0,172.16.1.66,23.198.7.175,6,85,49730,443,PA,3620181379,6
1145,1146,39:14.0,23.198.7.175,172.16.1.66,6,54,443,49730,A,1787752110,3
1146,1147,39:14.1,23.198.7.175,172.16.1.66,6,341,443,49730,PA,1787752110,3
1147,1148,39:14.1,172.16.1.66,23.198.7.175,6,54,49730,443,A,3620181410,6
1148,1149,39:14.1,23.198.7.175,172.16.1.66,6,433,443,49730,PA,1787752397,3
1149,1150,39:14.1,172.16.1.66,23.198.7.175,6,54,49730,443,A,3620181410,6
1150,1151,39:14.1,172.16.1.66,23.198.7.175,6,85,49730,443,PA,3620181410,6
1151,1152,39:14.1,23.198.7.175,172.16.1.66,6,54,443,49730,A,1787752776,3
1152,1153,39:14.2,23.198.7.175,172.16.1.66,6,868,443,49730,PA,1787752776,3
1153,1154,39:14.2,172.16.1.66,23.198.7.175,6,54,49730,443,A,3620181441,6
1154,1155,39:14.2,23.198.7.175,172.16.1.66,6,163,443,49730,PA,1787753590,3
1155,1156,39:14.2,172.16.1.66,23.198.7.175,6,54,49730,443,A,3620181441,6
1156,1157,39:14.5,172.16.1.66,172.16.1.4,17,89,60777,53,,,1
1157,1158,39:14.6,172.16.1.4,172.16.1.66,17,231,53,60777,,,4
1158,1159,39:14.6,172.16.1.66,13.69.239.79,6,66,49731,443,S,1744023259,6
1159,1160,39:14.8,13.69.239.79,172.16.1.66,6,58,443,49731,SA,942406374,3
1160,1161,39:14.8,172.16.1.66,13.69.239.79,6,54,49731,443,A,1744023260,6
1161,1162,39:14.8,172.16.1.66,13.69.239.79,6,266,49731,443,PA,1744023260,6
1162,1163,39:14.8,13.69.239.79,172.16.1.66,6,54,443,49731,A,942406375,3
1163,1164,39:14.8,172.16.1.66,23.52.9.222,6,66,49732,443,S,2542918597,6
1164,1165,39:14.9,23.52.9.222,172.16.1.66,6,58,443,49732,SA,790972924,3
1165,1166,39:14.9,172.16.1.66,23.52.9.222,6,54,49732,443,A,2542918598,6
1166,1167,39:14.9,13.69.239.79,172.16.1.66,6,1418,443,49731,PA,942406375,3
1167,1168,39:15.0,13.69.239.79,172.16.1.66,6,1514,443,49731,A,942407739,3
1168,1169,39:15.0,13.69.239.79,172.16.1.66,6,1465,443,49731,PA,942409199,3
1169,1170,39:15.0,172.16.1.66,13.69.239.79,6,54,49731,443,A,1744023472,6
1170,1171,39:15.0,172.16.1.66,23.52.9.222,6,647,49732,443,PA,2542918598,6
1171,1172,39:15.0,23.52.9.222,172.16.1.66,6,54,443,49732,A,790972925,3
1172,1173,39:15.0,172.16.1.66,172.16.1.4,17,71,60777,53,,,1
1173,1174,39:15.0,172.16.1.66,13.69.239.79,6,212,49731,443,PA,1744023472,6
1174,1175,39:15.0,13.69.239.79,172.16.1.66,6,54,443,49731,A,942410610,3
1175,1176,39:15.1,172.16.1.4,172.16.1.66,17,186,53,60777,,,4
1176,1177,39:15.1,172.16.1.66,20.96.153.111,6,66,49733,443,S,3333168249,6
1177,1178,39:15.1,23.52.9.222,172.16.1.66,6,324,443,49732,PA,790972925,3
1178,1179,39:15.1,172.16.1.66,23.52.9.222,6,134,49732,443,PA,2542919191,6
1179,1180,39:15.1,23.52.9.222,172.16.1.66,6,54,443,49732,A,790973195,3
1180,1181,39:15.1,172.16.1.66,23.52.9.222,6,423,49732,443,PA,2542919271,6
1181,1182,39:15.1,23.52.9.222,172.16.1.66,6,54,443,49732,A,790973195,3
1182,1183,39:15.1,172.16.1.66,23.52.9.222,6,1514,49732,443,A,2542919640,6
1183,1184,39:15.1,172.16.1.66,23.52.9.222,6,288,49732,443,PA,2542921100,6
1184,1185,39:15.1,23.52.9.222,172.16.1.66,6,54,443,49732,A,790973195,3
1185,1186,39:15.1,23.52.9.222,172.16.1.66,6,54,443,49732,A,790973195,3
1186,1187,39:15.1,13.69.239.79,172.16.1.66,6,174,443,49731,PA,942410610,3
1187,1188,39:15.1,20.96.153.111,172.16.1.66,6,58,443,49733,SA,4282823226,3
1188,1189,39:15.1,172.16.1.66,20.96.153.111,6,54,49733,443,A,3333168250,6
