Packet_Number,Timestamp,Source_IP,Destination_IP,Protocol,Length,Source_Port,Destination_Port,Flags,Sequence_Number
5680,2024-08-15 00:10:50.895366,23.43.244.167,10.8.15.133,6,1322,443,49778,PA,918161198
5681,2024-08-15 00:10:50.895428,23.220.103.8,10.8.15.133,17,73,443,63563,,
5682,2024-08-15 00:10:50.895434,23.220.103.8,10.8.15.133,17,152,443,63563,,
5683,2024-08-15 00:10:50.895436,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5684,2024-08-15 00:10:50.895444,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5685,2024-08-15 00:10:50.895623,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5686,2024-08-15 00:10:50.900394,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5687,2024-08-15 00:10:50.900397,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5688,2024-08-15 00:10:50.900404,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5689,2024-08-15 00:10:50.901395,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918162466
5690,2024-08-15 00:10:50.901397,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918163926
5691,2024-08-15 00:10:50.901398,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918165386
5692,2024-08-15 00:10:50.901405,23.43.244.167,10.8.15.133,6,1130,443,49778,PA,918166846
5693,2024-08-15 00:10:50.901460,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5694,2024-08-15 00:10:50.901470,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5695,2024-08-15 00:10:50.901472,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5696,2024-08-15 00:10:50.901476,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5697,2024-08-15 00:10:50.901486,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5698,2024-08-15 00:10:50.901489,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5699,2024-08-15 00:10:50.901499,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5700,2024-08-15 00:10:50.901501,23.220.103.8,10.8.15.133,17,441,443,63563,,
5701,2024-08-15 00:10:50.901505,23.220.103.8,10.8.15.133,17,66,443,63563,,
5702,2024-08-15 00:10:50.901511,23.220.103.8,10.8.15.133,17,146,443,63563,,
5703,2024-08-15 00:10:50.901513,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5704,2024-08-15 00:10:50.901520,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5705,2024-08-15 00:10:50.901521,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5706,2024-08-15 00:10:50.901528,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5707,2024-08-15 00:10:50.901533,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5708,2024-08-15 00:10:50.901535,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5709,2024-08-15 00:10:50.901542,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5710,2024-08-15 00:10:50.901547,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5711,2024-08-15 00:10:50.901549,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5712,2024-08-15 00:10:50.901554,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5713,2024-08-15 00:10:50.901564,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5714,2024-08-15 00:10:50.902109,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5715,2024-08-15 00:10:50.903270,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918167922
5716,2024-08-15 00:10:50.903272,23.43.244.167,10.8.15.133,6,1322,443,49778,PA,918169382
5717,2024-08-15 00:10:50.903325,23.220.103.8,10.8.15.133,17,447,443,63563,,
5718,2024-08-15 00:10:50.903327,23.220.103.8,10.8.15.133,17,66,443,63563,,
5719,2024-08-15 00:10:50.903332,23.220.103.8,10.8.15.133,17,146,443,63563,,
5720,2024-08-15 00:10:50.903338,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5721,2024-08-15 00:10:50.903340,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5722,2024-08-15 00:10:50.903347,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5723,2024-08-15 00:10:50.903348,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5724,2024-08-15 00:10:50.903356,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5725,2024-08-15 00:10:50.903506,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5726,2024-08-15 00:10:50.904358,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5727,2024-08-15 00:10:50.904360,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5728,2024-08-15 00:10:50.904366,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5729,2024-08-15 00:10:50.904496,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5730,2024-08-15 00:10:50.904502,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5731,2024-08-15 00:10:50.905985,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918170650
5732,2024-08-15 00:10:50.905987,23.43.244.167,10.8.15.133,6,1322,443,49778,PA,918172110
5733,2024-08-15 00:10:50.906040,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5734,2024-08-15 00:10:50.906043,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5735,2024-08-15 00:10:50.906049,23.220.103.8,10.8.15.133,17,416,443,63563,,
5736,2024-08-15 00:10:50.906051,23.220.103.8,10.8.15.133,17,66,443,63563,,
5737,2024-08-15 00:10:50.906137,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5738,2024-08-15 00:10:50.906774,10.8.15.133,23.220.103.8,17,75,63563,443,,
5739,2024-08-15 00:10:50.906992,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918173378
5740,2024-08-15 00:10:50.906995,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918174838
5741,2024-08-15 00:10:50.906996,23.43.244.167,10.8.15.133,6,1226,443,49778,PA,918176298
5742,2024-08-15 00:10:50.907049,23.53.13.203,10.8.15.133,6,1286,443,49767,PA,726347823
5743,2024-08-15 00:10:50.907056,23.220.103.8,10.8.15.133,17,68,443,63563,,
5744,2024-08-15 00:10:50.907205,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5745,2024-08-15 00:10:50.907630,10.8.15.133,20.42.72.131,6,316,49763,443,PA,2300261645
5746,2024-08-15 00:10:50.907702,20.42.72.131,10.8.15.133,6,54,443,49763,A,4003575199
5747,2024-08-15 00:10:50.907740,10.8.15.133,20.42.72.131,6,1514,49763,443,A,2300261907
5748,2024-08-15 00:10:50.907742,10.8.15.133,20.42.72.131,6,1514,49763,443,A,2300263367
5749,2024-08-15 00:10:50.907745,10.8.15.133,20.42.72.131,6,1514,49763,443,A,2300264827
5750,2024-08-15 00:10:50.907746,10.8.15.133,20.42.72.131,6,1514,49763,443,A,2300266287
5751,2024-08-15 00:10:50.907749,10.8.15.133,20.42.72.131,6,1514,49763,443,A,2300267747
5752,2024-08-15 00:10:50.907751,10.8.15.133,20.42.72.131,6,1514,49763,443,A,2300269207
5753,2024-08-15 00:10:50.907752,10.8.15.133,20.42.72.131,6,1514,49763,443,A,2300270667
5754,2024-08-15 00:10:50.907753,10.8.15.133,20.42.72.131,6,1514,49763,443,A,2300272127
5755,2024-08-15 00:10:50.907755,10.8.15.133,20.42.72.131,6,1514,49763,443,A,2300273587
5756,2024-08-15 00:10:50.907757,10.8.15.133,20.42.72.131,6,1514,49763,443,A,2300275047
5757,2024-08-15 00:10:50.907758,10.8.15.133,20.42.72.131,6,1514,49763,443,A,2300276507
5758,2024-08-15 00:10:50.907762,10.8.15.133,20.42.72.131,6,400,49763,443,PA,2300277967
5759,2024-08-15 00:10:50.907853,20.42.72.131,10.8.15.133,6,54,443,49763,A,4003575199
5760,2024-08-15 00:10:50.907922,10.8.15.133,20.42.72.131,6,1514,49763,443,A,2300278313
5761,2024-08-15 00:10:50.907924,10.8.15.133,20.42.72.131,6,1127,49763,443,PA,2300279773
5762,2024-08-15 00:10:50.907931,20.42.72.131,10.8.15.133,6,54,443,49763,A,4003575199
5763,2024-08-15 00:10:50.908004,20.42.72.131,10.8.15.133,6,54,443,49763,A,4003575199
5764,2024-08-15 00:10:50.908075,20.42.72.131,10.8.15.133,6,54,443,49763,A,4003575199
5765,2024-08-15 00:10:50.908143,20.42.72.131,10.8.15.133,6,54,443,49763,A,4003575199
5766,2024-08-15 00:10:50.908212,20.42.72.131,10.8.15.133,6,54,443,49763,A,4003575199
5767,2024-08-15 00:10:50.908280,20.42.72.131,10.8.15.133,6,54,443,49763,A,4003575199
5768,2024-08-15 00:10:50.908348,20.42.72.131,10.8.15.133,6,54,443,49763,A,4003575199
5769,2024-08-15 00:10:50.908416,20.42.72.131,10.8.15.133,6,54,443,49763,A,4003575199
5770,2024-08-15 00:10:50.908483,20.42.72.131,10.8.15.133,6,54,443,49763,A,4003575199
5771,2024-08-15 00:10:50.908551,20.42.72.131,10.8.15.133,6,54,443,49763,A,4003575199
5772,2024-08-15 00:10:50.908601,20.42.72.131,10.8.15.133,6,54,443,49763,A,4003575199
5773,2024-08-15 00:10:50.908667,20.42.72.131,10.8.15.133,6,54,443,49763,A,4003575199
5774,2024-08-15 00:10:50.908718,20.42.72.131,10.8.15.133,6,54,443,49763,A,4003575199
5775,2024-08-15 00:10:50.909024,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918177470
5776,2024-08-15 00:10:50.909026,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918178930
5777,2024-08-15 00:10:50.909029,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918180390
5778,2024-08-15 00:10:50.909031,23.43.244.167,10.8.15.133,6,1130,443,49778,PA,918181850
5779,2024-08-15 00:10:50.909189,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5780,2024-08-15 00:10:50.909715,10.8.15.133,23.220.103.8,17,79,63563,443,,
5781,2024-08-15 00:10:50.909870,10.8.15.133,23.220.103.8,17,75,63563,443,,
5782,2024-08-15 00:10:50.910049,10.8.15.133,23.220.103.8,17,80,63563,443,,
5783,2024-08-15 00:10:50.910957,10.8.15.133,23.220.103.8,17,80,63563,443,,
5784,2024-08-15 00:10:50.911107,10.8.15.133,23.220.103.8,17,75,63563,443,,
5785,2024-08-15 00:10:50.913573,23.43.244.167,10.8.15.133,6,1418,443,49778,PA,918182926
5786,2024-08-15 00:10:50.914406,23.220.103.8,10.8.15.133,17,68,443,63563,,
5787,2024-08-15 00:10:50.917532,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918184290
5788,2024-08-15 00:10:50.917537,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918185750
5789,2024-08-15 00:10:50.917537,23.43.244.167,10.8.15.133,6,1226,443,49778,PA,918187210
5790,2024-08-15 00:10:50.917629,23.43.244.167,10.8.15.133,6,1418,443,49778,PA,918188382
5791,2024-08-15 00:10:50.917738,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5792,2024-08-15 00:10:50.918412,10.8.15.133,23.220.103.8,17,76,63563,443,,
5793,2024-08-15 00:10:50.921495,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918189746
5794,2024-08-15 00:10:50.921499,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918191206
5795,2024-08-15 00:10:50.921500,23.43.244.167,10.8.15.133,6,1226,443,49778,PA,918192666
5796,2024-08-15 00:10:50.921674,23.43.244.167,10.8.15.133,6,1418,443,49778,PA,918193838
5797,2024-08-15 00:10:50.921696,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5798,2024-08-15 00:10:50.931050,23.220.103.8,10.8.15.133,17,68,443,63563,,
5799,2024-08-15 00:10:50.931078,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918195202
5800,2024-08-15 00:10:50.931082,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918196662
5801,2024-08-15 00:10:50.931083,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918198122
5802,2024-08-15 00:10:50.931084,23.43.244.167,10.8.15.133,6,1130,443,49778,PA,918199582
5803,2024-08-15 00:10:50.931328,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5804,2024-08-15 00:10:50.937864,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918200658
5805,2024-08-15 00:10:50.937868,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918202118
5806,2024-08-15 00:10:50.937869,23.43.244.167,10.8.15.133,6,1226,443,49778,PA,918203578
5807,2024-08-15 00:10:50.938082,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5808,2024-08-15 00:10:50.938246,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918204750
5809,2024-08-15 00:10:50.938250,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918206210
5810,2024-08-15 00:10:50.938251,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918207670
5811,2024-08-15 00:10:50.938251,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918209130
5812,2024-08-15 00:10:50.938252,23.43.244.167,10.8.15.133,6,1034,443,49778,PA,918210590
5813,2024-08-15 00:10:50.938418,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5814,2024-08-15 00:10:50.939441,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918211570
5815,2024-08-15 00:10:50.939444,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918213030
5816,2024-08-15 00:10:50.939445,23.43.244.167,10.8.15.133,6,1226,443,49778,PA,918214490
5817,2024-08-15 00:10:50.939611,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5818,2024-08-15 00:10:50.939767,23.43.244.167,10.8.15.133,6,1418,443,49778,PA,918215662
5819,2024-08-15 00:10:50.941422,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918217026
5820,2024-08-15 00:10:50.941424,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918218486
5821,2024-08-15 00:10:50.941425,23.43.244.167,10.8.15.133,6,1226,443,49778,PA,918219946
5822,2024-08-15 00:10:50.941565,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5823,2024-08-15 00:10:50.948433,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918221118
5824,2024-08-15 00:10:50.948436,23.43.244.167,10.8.15.133,6,1322,443,49778,PA,918222578
5825,2024-08-15 00:10:50.948598,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5826,2024-08-15 00:10:50.949501,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918223846
5827,2024-08-15 00:10:50.949504,23.43.244.167,10.8.15.133,6,1322,443,49778,PA,918225306
5828,2024-08-15 00:10:50.949648,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5829,2024-08-15 00:10:50.951511,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918226574
5830,2024-08-15 00:10:50.951513,23.43.244.167,10.8.15.133,6,1322,443,49778,PA,918228034
5831,2024-08-15 00:10:50.951659,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5832,2024-08-15 00:10:50.957591,10.8.15.133,23.53.13.203,6,54,49767,443,A,1015504646
5833,2024-08-15 00:10:50.961793,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918229302
5834,2024-08-15 00:10:50.961797,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918230762
5835,2024-08-15 00:10:50.961798,23.43.244.167,10.8.15.133,6,1226,443,49778,PA,918232222
5836,2024-08-15 00:10:50.961973,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5837,2024-08-15 00:10:50.962171,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918233394
5838,2024-08-15 00:10:50.962173,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918234854
5839,2024-08-15 00:10:50.962174,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918236314
5840,2024-08-15 00:10:50.962178,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918237774
5841,2024-08-15 00:10:50.962179,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918239234
5842,2024-08-15 00:10:50.962184,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918240694
5843,2024-08-15 00:10:50.962186,23.43.244.167,10.8.15.133,6,842,443,49778,PA,918242154
5844,2024-08-15 00:10:50.962241,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5845,2024-08-15 00:10:50.962451,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5846,2024-08-15 00:10:50.962650,10.8.15.133,23.220.103.8,17,76,63563,443,,
5847,2024-08-15 00:10:50.963366,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918242942
5848,2024-08-15 00:10:50.963369,23.43.244.167,10.8.15.133,6,1322,443,49778,PA,918244402
5849,2024-08-15 00:10:50.963497,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5850,2024-08-15 00:10:50.965220,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918245670
5851,2024-08-15 00:10:50.965223,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918247130
5852,2024-08-15 00:10:50.965224,23.43.244.167,10.8.15.133,6,1226,443,49778,PA,918248590
5853,2024-08-15 00:10:50.965372,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5854,2024-08-15 00:10:50.965430,23.43.244.167,10.8.15.133,6,1418,443,49778,PA,918249762
5855,2024-08-15 00:10:50.965516,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5856,2024-08-15 00:10:50.967316,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918251126
5857,2024-08-15 00:10:50.967319,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918252586
5858,2024-08-15 00:10:50.967320,23.43.244.167,10.8.15.133,6,1226,443,49778,PA,918254046
5859,2024-08-15 00:10:50.967518,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5860,2024-08-15 00:10:50.967542,23.43.244.167,10.8.15.133,6,1418,443,49778,PA,918255218
5861,2024-08-15 00:10:50.967644,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5862,2024-08-15 00:10:50.970649,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918256582
5863,2024-08-15 00:10:50.970652,23.43.244.167,10.8.15.133,6,1514,443,49778,A,918258042
5864,2024-08-15 00:10:50.970653,23.43.244.167,10.8.15.133,6,164,443,49778,PA,918259502
5865,2024-08-15 00:10:50.970718,23.220.103.8,10.8.15.133,17,68,443,63563,,
5866,2024-08-15 00:10:50.970867,10.8.15.133,23.43.244.167,6,54,49778,443,A,324671179
5867,2024-08-15 00:10:51.017054,10.8.15.133,23.220.103.8,17,200,63563,443,,
5868,2024-08-15 00:10:51.017304,10.8.15.133,23.220.103.8,17,202,63563,443,,
5869,2024-08-15 00:10:51.017648,10.8.15.133,23.220.103.8,17,202,63563,443,,
5870,2024-08-15 00:10:51.017889,10.8.15.133,23.205.110.12,6,152,49770,443,PA,1478177842
5871,2024-08-15 00:10:51.018021,23.205.110.12,10.8.15.133,6,54,443,49770,A,37384419
5872,2024-08-15 00:10:51.022123,10.8.15.133,23.220.103.8,17,203,63563,443,,
5873,2024-08-15 00:10:51.022504,10.8.15.133,23.220.103.8,17,204,63563,443,,
5874,2024-08-15 00:10:51.053221,23.205.110.12,10.8.15.133,6,390,443,49770,PA,37384419
5875,2024-08-15 00:10:51.053279,23.220.103.8,10.8.15.133,17,72,443,63563,,
5876,2024-08-15 00:10:51.053282,23.220.103.8,10.8.15.133,17,72,443,63563,,
5877,2024-08-15 00:10:51.053285,23.220.103.8,10.8.15.133,17,72,443,63563,,
5878,2024-08-15 00:10:51.053294,23.205.110.12,10.8.15.133,6,597,443,49770,PA,37384755
5879,2024-08-15 00:10:51.053588,10.8.15.133,23.205.110.12,6,54,49770,443,A,1478177940
5880,2024-08-15 00:10:51.060341,23.220.103.8,10.8.15.133,17,145,443,63563,,
5881,2024-08-15 00:10:51.060345,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5882,2024-08-15 00:10:51.060704,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5883,2024-08-15 00:10:51.060707,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5884,2024-08-15 00:10:51.060713,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5885,2024-08-15 00:10:51.060983,10.8.15.133,23.220.103.8,17,79,63563,443,,
5886,2024-08-15 00:10:51.063340,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5887,2024-08-15 00:10:51.076824,10.8.15.133,23.220.103.8,17,75,63563,443,,
5888,2024-08-15 00:10:51.077338,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5889,2024-08-15 00:10:51.077342,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5890,2024-08-15 00:10:51.077343,23.220.103.8,10.8.15.133,17,919,443,63563,,
5891,2024-08-15 00:10:51.077344,23.220.103.8,10.8.15.133,17,66,443,63563,,
5892,2024-08-15 00:10:51.077344,23.220.103.8,10.8.15.133,17,144,443,63563,,
5893,2024-08-15 00:10:51.077345,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5894,2024-08-15 00:10:51.077346,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5895,2024-08-15 00:10:51.077346,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5896,2024-08-15 00:10:51.077347,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5897,2024-08-15 00:10:51.077676,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5898,2024-08-15 00:10:51.077679,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5899,2024-08-15 00:10:51.077947,10.8.15.133,23.220.103.8,17,79,63563,443,,
5900,2024-08-15 00:10:51.080203,23.220.103.8,10.8.15.133,17,938,443,63563,,
5901,2024-08-15 00:10:51.080208,23.220.103.8,10.8.15.133,17,66,443,63563,,
5902,2024-08-15 00:10:51.080215,23.220.103.8,10.8.15.133,17,73,443,63563,,
5903,2024-08-15 00:10:51.080217,23.220.103.8,10.8.15.133,17,73,443,63563,,
5904,2024-08-15 00:10:51.080218,23.220.103.8,10.8.15.133,17,146,443,63563,,
5905,2024-08-15 00:10:51.080225,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5906,2024-08-15 00:10:51.080227,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5907,2024-08-15 00:10:51.080233,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5908,2024-08-15 00:10:51.080237,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5909,2024-08-15 00:10:51.080243,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5910,2024-08-15 00:10:51.080247,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5911,2024-08-15 00:10:51.080252,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5912,2024-08-15 00:10:51.080256,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5913,2024-08-15 00:10:51.080283,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5914,2024-08-15 00:10:51.080285,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5915,2024-08-15 00:10:51.080293,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5916,2024-08-15 00:10:51.080294,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5917,2024-08-15 00:10:51.080307,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5918,2024-08-15 00:10:51.080309,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5919,2024-08-15 00:10:51.080310,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5920,2024-08-15 00:10:51.080317,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5921,2024-08-15 00:10:51.080318,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5922,2024-08-15 00:10:51.080325,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5923,2024-08-15 00:10:51.080331,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5924,2024-08-15 00:10:51.080333,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5925,2024-08-15 00:10:51.080339,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5926,2024-08-15 00:10:51.080344,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5927,2024-08-15 00:10:51.080353,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5928,2024-08-15 00:10:51.080356,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5929,2024-08-15 00:10:51.081269,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5930,2024-08-15 00:10:51.081272,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5931,2024-08-15 00:10:51.081273,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5932,2024-08-15 00:10:51.081274,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5933,2024-08-15 00:10:51.081275,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5934,2024-08-15 00:10:51.081276,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5935,2024-08-15 00:10:51.081277,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5936,2024-08-15 00:10:51.081278,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5937,2024-08-15 00:10:51.081279,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5938,2024-08-15 00:10:51.081281,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5939,2024-08-15 00:10:51.081282,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5940,2024-08-15 00:10:51.081283,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5941,2024-08-15 00:10:51.081285,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5942,2024-08-15 00:10:51.081286,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5943,2024-08-15 00:10:51.081292,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5944,2024-08-15 00:10:51.081294,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5945,2024-08-15 00:10:51.081301,23.220.103.8,10.8.15.133,17,285,443,63563,,
5946,2024-08-15 00:10:51.081303,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5947,2024-08-15 00:10:51.081311,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5948,2024-08-15 00:10:51.081313,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5949,2024-08-15 00:10:51.081319,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5950,2024-08-15 00:10:51.081325,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5951,2024-08-15 00:10:51.082767,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5952,2024-08-15 00:10:51.082771,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5953,2024-08-15 00:10:51.082771,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5954,2024-08-15 00:10:51.082772,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5955,2024-08-15 00:10:51.082773,23.220.103.8,10.8.15.133,17,510,443,63563,,
5956,2024-08-15 00:10:51.083276,10.8.15.133,23.220.103.8,17,79,63563,443,,
5957,2024-08-15 00:10:51.083393,10.8.15.133,23.220.103.8,17,74,63563,443,,
5958,2024-08-15 00:10:51.083483,10.8.15.133,23.220.103.8,17,74,63563,443,,
5959,2024-08-15 00:10:51.083787,10.8.15.133,23.220.103.8,17,74,63563,443,,
5960,2024-08-15 00:10:51.083905,10.8.15.133,23.220.103.8,17,81,63563,443,,
5961,2024-08-15 00:10:51.091590,10.8.15.133,23.220.103.8,17,76,63563,443,,
5962,2024-08-15 00:10:51.107920,23.220.103.8,10.8.15.133,17,152,443,63563,,
5963,2024-08-15 00:10:51.107924,23.220.103.8,10.8.15.133,17,1292,443,63563,,
5964,2024-08-15 00:10:51.107925,23.220.103.8,10.8.15.133,17,1292,443,63563,,
